eventnumber,filenumber,event,pname,eventlabel,Brightness,Difficulty,TSide,TFeature,DFeature,ymaxframe,RT,ButtonRT,abvelthreshold,Vmax5percent,VthresholdGC,Vmax,VmaxMT,stoptime,mainreach,initreach,pathlengthnorm,pathlengthmm,movetime,deceltime,normlength,AUC,maxaperture,maxaptime,stopX,stopY
2142,108,3,p43f25,Datafile processing p43f25 Block 6 event 3,Drk,Esy,Rgt,Vert,Horz,62,0.32,450,40,36,34,17.4819558665699,48,62,Correct,Correct,1.0029912250958,272.957105709834,0.28,0.14,1.0029912250958,-0.0160732128148456,115.964193450016,0.892857142857143,149.789518932018,223.605896158841
2143,108,4,p43f25,Datafile processing p43f25 Block 6 event 4,Drk,Esy,Lft,Horz,Horz,62,0.29,378,38,33,31,15.4205109927143,49,62,Correct,Correct,1.00184552624937,275.390891241274,0.31,0.13,1.00184552624937,0.0147518558069856,110.399079180562,0.806451612903226,-127.046806646932,240.341140272395
2144,108,5,p43f25,Datafile processing p43f25 Block 6 event 5,Drk,Esy,Lft,Horz,Vert,63,0.29,370,38,33,33,15.2533129269945,49,62,Correct,Correct,1.00522089305073,270.80031046294,0.29,0.13,1.00522089305073,0.0173318193643473,111.705958313305,0.793103448275862,-124.008183890898,238.727405882395
2145,108,6,p43f25,Datafile processing p43f25 Block 6 event 6,Drk,Hrd,Rgt,Vert,Vert,67,0.32,418,41,37,34,15.5124679328861,51,66,Correct,Correct,1.00369346170068,271.493697428521,0.32,0.15,1.00369346170068,-0.013249424688572,122.316243096003,0.875,156.471359186094,219.269978390395
2146,108,7,p43f25,Datafile processing p43f25 Block 6 event 7,Drk,Bas,Lft,Horz,Miss,61,0.28,355,37,33,31,15.7271090546597,48,61,Correct,Correct,1.00756668364389,278.704853043772,0.3,0.13,1.00756668364389,0.0274777751660418,120.116448897013,0.766666666666667,-119.546998654528,248.705565262279
2147,108,8,p43f25,Datafile processing p43f25 Block 6 event 8,Drk,Esy,Rgt,Horz,Horz,61,0.29,347,36,33,30,18.2217868428695,47,60,Correct,Correct,1.00250311991952,317.788028610648,0.3,0.13,1.00250311991952,-0.00786109241643573,113.289716619897,0.8,194.204077471415,249.602730098194
2148,108,9,p43f25,Datafile processing p43f25 Block 6 event 9,Drk,Hrd,Rgt,Horz,Horz,62,0.27,360,35,31,28,15.6572687154324,46,62,Correct,Correct,1.00321688453536,301.377798570016,0.34,0.16,1.00321688453536,-0.00415410161127716,107.927527977776,0.764705882352941,187.089922351687,233.994517792071
2149,108,10,p43f25,Datafile processing p43f25 Block 6 event 10,Drk,Hrd,Rgt,Vert,Horz,61,0.26,339,35,29,28,14.1965320937393,45,60,Correct,Correct,1.00302911047973,279.021386240856,0.32,0.15,1.00302911047973,-0.0183534993076479,123.383489893698,0.875,172.583959992379,215.411341063291
2150,108,11,p43f25,Datafile processing p43f25 Block 6 event 11,Drk,Esy,Rgt,Vert,Vert,62,0.27,369,35,31,29,14.1822412152496,43,61,Correct,Correct,1.00853757575639,261.232938482742,0.32,0.18,1.00853757575639,-0.0282403979335488,126.075428210088,0.84375,162.039020256629,201.498877614084
2151,108,12,p43f25,Datafile processing p43f25 Block 6 event 12,Drk,Hrd,Lft,Horz,Horz,62,0.28,382,37,32,30,15.433304379844,49,62,Correct,Correct,1.01058781839594,278.917419196921,0.32,0.13,1.01058781839594,0.0334721067869649,116.28858894523,0.8125,-125.659292109047,246.30091702389
2152,108,13,p43f25,Datafile processing p43f25 Block 6 event 13,Drk,Hrd,Rgt,Horz,Vert,59,0.25,358,34,30,28,16.5355753377819,45,59,Correct,Correct,1.00117325506698,300.729707994427,0.31,0.14,1.00117325506698,-0.00212059119895344,112.38132072736,0.741935483870968,183.445745958425,236.18323502782
2153,108,14,p43f25,Datafile processing p43f25 Block 6 event 14,Drk,Hrd,Lft,Vert,Horz,64,0.26,374,36,31,28,15.0149640955352,49,64,Correct,Correct,1.01606502341306,291.421926090123,0.36,0.15,1.01606502341306,0.0446367265028883,127.110395781671,0.861111111111111,-159.771034081046,240.353153080372
2154,108,15,p43f25,Datafile processing p43f25 Block 6 event 15,Drk,Esy,Lft,Vert,Horz,62,0.22,313,32,26,24,15.4167672004427,46,61,Correct,Correct,1.06406741514177,297.292420826226,0.37,0.15,1.06406741514177,0.0816776002681115,129.857133722481,0.837837837837838,-163.843252625473,244.235613780919
2155,108,16,p43f25,Datafile processing p43f25 Block 6 event 16,Drk,Bas,Rgt,Horz,Miss,58,0.25,350,33,29,27,17.8862318544183,43,57,Correct,Correct,1.00460860685222,299.436318019274,0.3,0.14,1.00460860685222,-0.0242015199854109,112.148503517722,0.766666666666667,181.932415950908,236.139705121998
2156,108,17,p43f25,Datafile processing p43f25 Block 6 event 17,Drk,Esy,Lft,Vert,Vert,68,0.24,347,33,28,27,14.4116287223341,50,68,Correct,Incorrect,1.2620965527343,294.85611820801,0.41,0.18,1.2620965527343,0.191917486059315,128.415512955966,0.853658536585366,-162.981377549831,241.305605282832
2157,108,18,p43f25,Datafile processing p43f25 Block 6 event 18,Drk,Bas,Rgt,Vert,Miss,56,0.22,335,31,25,23,15.279590492662,40,55,Correct,Correct,1.0040620418212,276.728413585768,0.32,0.15,1.0040620418212,-0.0210732335435228,122.399037791548,0.875,160.800790855168,223.753070349967
2158,108,19,p43f25,Datafile processing p43f25 Block 6 event 19,Drk,Esy,Rgt,Horz,Vert,55,0.2,264,30,25,22,16.6186123787504,41,55,Correct,Correct,1.00049598318093,307.239023882708,0.33,0.14,1.00049598318093,0.000716969955728335,105.957661283073,0.787878787878788,194.757624091106,235.376046986625
2159,108,20,p43f25,Datafile processing p43f25 Block 6 event 20,Drk,Hrd,Lft,Vert,Vert,64,0.25,321,36,31,28,15.4189345676222,48,65,Correct,Correct,1.01279975258903,297.276727556544,0.37,0.17,1.01279975258903,0.0343486612838816,127.542510273556,0.864864864864865,-146.361611772475,256.514168099077
2160,109,1,p44f25,Datafile processing p44f25 Block 1 event 1,Bri,Esy,Lft,Horz,Horz,61,0.23,350,33,28,26,15.5967806024676,44,59,Correct,Correct,1.00443402786215,289.020574586907,0.33,0.15,1.00443402786215,-0.00431367314967624,115.776174103331,0.878787878787879,-124.709419121664,258.459118752648
2161,109,2,p44f25,Datafile processing p44f25 Block 1 event 2,Bri,Bas,Rgt,Vert,Miss,56,0.2,330,29,24,22,16.5017850413203,38,55,Correct,Correct,1.00409384305709,284.657867629133,0.33,0.17,1.00409384305709,-0.0135064742189177,124.17295066181,0.818181818181818,168.583420104726,226.870838777105
2162,109,3,p44f25,Datafile processing p44f25 Block 1 event 3,Bri,Hrd,Rgt,Horz,Vert,63,0.26,382,35,30,28,15.1132800893049,51,63,Correct,Correct,1.00349501424979,303.642426863617,0.35,0.12,1.00349501424979,0.013607625174148,119.413986042715,0.857142857142857,150.738404677207,260.043396724789
2163,109,4,p44f25,Datafile processing p44f25 Block 1 event 4,Bri,Hrd,Rgt,Horz,Horz,66,0.27,381,35,31,29,16.5558554430882,44,66,Correct,Correct,1.00692866599147,304.710976871036,0.37,0.22,1.00692866599147,-0.0241304512346063,112.019153372015,0.783783783783784,182.852019422194,242.178485309598
2164,109,5,p44f25,Datafile processing p44f25 Block 1 event 5,Bri,Bas,Rgt,Horz,Miss,62,0.22,317,30,26,24,17.1435168720189,40,62,Correct,Correct,1.00591540066303,305.604336454271,0.38,0.22,1.00591540066303,-0.0245052665237054,109.294707969612,0.736842105263158,191.243125413695,237.504775013198
2165,109,6,p44f25,Datafile processing p44f25 Block 1 event 6,Bri,Hrd,Rgt,Vert,Horz,62,0.29,429,36,33,31,16.8845339716508,44,61,Correct,Correct,1.01188643319092,282.776294864185,0.3,0.17,1.01188643319092,-0.0409861021775216,126.534880654514,0.866666666666667,146.267510238369,239.923906592023
2166,109,7,p44f25,Datafile processing p44f25 Block 1 event 7,Bri,Esy,Rgt,Horz,Horz,61,0.23,385,31,27,25,18.400952503125,40,60,Correct,Correct,1.00810659167984,316.832832842569,0.35,0.2,1.00810659167984,-0.0313146697450476,108.361012586731,0.857142857142857,185.033773062128,255.444501104109
2167,109,8,p44f25,Datafile processing p44f25 Block 1 event 8,Bri,Hrd,Lft,Vert,Vert,62,0.26,385,36,31,30,16.1481945946773,47,65,Correct,Correct,1.02790026129218,291.373497792401,0.35,0.18,1.02790026129218,0.0362369306062444,130.92052438925,0.771428571428571,-155.459397901389,243.839059716643
2168,109,9,p44f25,Datafile processing p44f25 Block 1 event 9,Bri,Bas,Lft,Vert,Miss,62,0.23,356,33,28,26,14.6730643553781,45,62,Correct,Correct,1.00595432093635,287.230086905938,0.36,0.17,1.00595432093635,-0.00868696610146268,127.545177388206,0.805555555555556,-146.557943674343,243.423787258694
2169,109,10,p44f25,Datafile processing p44f25 Block 1 event 10,Bri,Hrd,Lft,Horz,Vert,62,0.16,331,30,23,22,12.2922884648747,44,60,Correct,Correct,1.00838640648303,284.611430473905,0.38,0.16,1.00838640648303,-0.000699214426693136,116.199738221416,0.842105263157895,-130.070369061502,251.007922121759
2170,109,11,p44f25,Datafile processing p44f25 Block 1 event 11,Bri,Hrd,Lft,Horz,Horz,62,0.24,327,34,29,27,13.9349429837785,46,61,Correct,Correct,1.00551288031443,270.405885225403,0.34,0.15,1.00551288031443,-0.00378266366510888,114.963574068142,0.794117647058823,-126.111314743446,235.296636339547
2171,109,12,p44f25,Datafile processing p44f25 Block 1 event 12,Bri,Esy,Lft,Vert,Vert,63,0.19,317,31,24,22,13.6536914425865,44,63,Correct,Correct,1.00607924970422,296.268490685358,0.41,0.19,1.00607924970422,-0.00434769547705936,123.460898632923,0.780487804878049,-157.038308110572,247.330452428891
2172,109,13,p44f25,Datafile processing p44f25 Block 1 event 13,Bri,Bas,Lft,Horz,Miss,60,0.24,379,34,29,28,14.8557153888083,45,59,Correct,Correct,1.00352468426515,286.443327333356,0.31,0.14,1.00352468426515,0.0194877662325266,118.028290964909,0.806451612903226,-125.882962317195,253.552282045692
2173,109,14,p44f25,Datafile processing p44f25 Block 1 event 14,Bri,Esy,Rgt,Vert,Horz,55,0.21,305,29,25,23,15.7673147288495,37,54,Correct,Correct,1.01543458175337,273.437747184137,0.31,0.17,1.01543458175337,-0.0442887815706663,123.997064262907,0.870967741935484,150.502233270539,224.501276676057
2174,109,15,p44f25,Datafile processing p44f25 Block 1 event 15,Bri,Hrd,Lft,Vert,Horz,61,0.22,337,32,27,26,13.4080941456029,45,61,Correct,Correct,1.00160781119439,277.418537015776,0.35,0.16,1.00160781119439,0.000636862871858657,122.856741452094,0.828571428571429,-141.100286157464,235.417887641684
2175,109,16,p44f25,Datafile processing p44f25 Block 1 event 16,Bri,Esy,Lft,Horz,Vert,55,0.08,274,28,22,20,14.0415349627219,39,54,Correct,Correct,1.01068932066133,263.501790808587,0.34,0.15,1.01068932066133,-0.0292894561770458,115.575879309185,0.823529411764706,-108.654063282254,237.547257071058
2176,109,17,p44f25,Datafile processing p44f25 Block 1 event 17,Bri,Esy,Rgt,Horz,Vert,53,0.15,270,24,19,17,16.1710077411098,35,52,Correct,Correct,1.00464115492537,295.39413933209,0.35,0.17,1.00464115492537,-0.0221639440410365,119.197534398286,0.742857142857143,173.703602500482,238.102660487587
2177,109,18,p44f25,Datafile processing p44f25 Block 1 event 18,Bri,Hrd,Rgt,Vert,Vert,56,0.23,342,32,27,25,15.371270812557,40,55,Correct,Correct,1.00837101409035,265.404654900609,0.3,0.15,1.00837101409035,-0.0314894355147645,123.242634465155,0.866666666666667,145.100536293474,219.198391022774
2178,109,19,p44f25,Datafile processing p44f25 Block 1 event 19,Bri,Esy,Rgt,Vert,Vert,56,0.23,355,31,27,25,17.6321157888222,38,56,Correct,Correct,1.00404096950161,288.188692917338,0.31,0.18,1.00404096950161,-0.0151073491317262,122.955098903553,0.838709677419355,166.541280371901,231.562083107672
2179,109,20,p44f25,Datafile processing p44f25 Block 1 event 20,Bri,Esy,Lft,Vert,Horz,60,0.22,366,32,27,24,14.5819074081829,45,60,Correct,Correct,1.01050064679856,294.365873614116,0.36,0.15,1.01050064679856,0.0331183241725558,124.385415215875,0.833333333333333,-152.048546361324,246.347117427963
2180,110,1,p44f25,Datafile processing p44f25 Block 2 event 1,Drk,Bas,Lft,Horz,Miss,73,0.38,445,47,42,41,15.5322423947715,59,72,Correct,Correct,1.00294670521489,286.876632666636,0.31,0.13,1.00294670521489,-0.0102244356783384,114.218498016271,0.838709677419355,-130.694951141151,252.910703750846
2181,110,2,p44f25,Datafile processing p44f25 Block 2 event 2,Drk,Hrd,Lft,Horz,Vert,61,0.21,277,30,26,24,12.2067959441319,39,61,Correct,Correct,1.00676969719627,276.297992563723,0.37,0.22,1.00676969719627,-0.0161089584234618,113.195311538822,0.810810810810811,-103.289502858998,254.666020923394
2182,110,3,p44f25,Datafile processing p44f25 Block 2 event 3,Drk,Esy,Lft,Horz,Vert,59,0.26,343,34,30,29,15.5591235402268,45,58,Correct,Correct,1.00199197106371,277.196103587984,0.29,0.13,1.00199197106371,-0.0120623857199011,118.479880796662,0.793103448275862,-123.409964733175,245.067293680906
2183,110,4,p44f25,Datafile processing p44f25 Block 2 event 4,Drk,Hrd,Rgt,Vert,Horz,53,0.21,315,29,25,23,18.7624884163119,37,52,Correct,Correct,1.01119801397035,285.407894941909,0.29,0.15,1.01119801397035,-0.00922830732579062,131.952859910086,0.827586206896552,151.845164627332,239.73389236734
2184,110,5,p44f25,Datafile processing p44f25 Block 2 event 5,Drk,Hrd,Lft,Horz,Horz,63,0.21,320,32,26,24,13.0451554326695,46,62,Correct,Correct,1.04777686070433,279.796381447048,0.38,0.16,1.04777686070433,0.0505076403420841,119.879606796874,0.815789473684211,-125.832204969364,245.906581867967
2185,110,6,p44f25,Datafile processing p44f25 Block 2 event 6,Drk,Hrd,Lft,Vert,Vert,61,0.22,330,32,26,24,14.4961447232456,45,62,Correct,Incorrect,1.07360272203081,286.115650184908,0.38,0.17,1.07360272203081,0.0775724224189373,132.95593626984,0.815789473684211,-145.000020754221,242.908116949862
2186,110,7,p44f25,Datafile processing p44f25 Block 2 event 7,Drk,Esy,Lft,Horz,Horz,54,0.19,279,28,24,23,13.3960875428333,39,54,Correct,Correct,1.00265203176476,262.997283031772,0.31,0.15,1.00265203176476,-0.0135545903267539,112.820232305624,0.806451612903226,-105.090867140787,238.875763525639
2187,110,8,p44f25,Datafile processing p44f25 Block 2 event 8,Drk,Hrd,Rgt,Horz,Vert,54,0.17,291,28,22,20,15.9152333891571,40,54,Correct,Correct,1.0303693407848,293.53923108601,0.34,0.14,1.0303693407848,0.0625525734490493,118.949118503279,0.823529411764706,172.746663741126,235.007404429233
2188,110,9,p44f25,Datafile processing p44f25 Block 2 event 9,Drk,Esy,Rgt,Vert,Horz,59,0.24,330,33,29,26,15.8372611677998,40,58,Correct,Correct,1.01487005673511,270.135528828029,0.32,0.18,1.01487005673511,-0.0349281025695044,127.122533128279,0.875,156.776942809925,216.674588904352
2189,110,10,p44f25,Datafile processing p44f25 Block 2 event 10,Drk,Esy,Rgt,Horz,Horz,53,0.2,296,29,24,23,17.3633866780587,38,53,Correct,Correct,1.00105921877683,313.818624594021,0.3,0.15,1.00105921877683,-0.00661895528298481,119.683681375486,0.8,177.885265554568,255.826919778729
2190,110,11,p44f25,Datafile processing p44f25 Block 2 event 11,Drk,Hrd,Lft,Vert,Horz,70,0.21,312,30,25,23,12.5379126334588,53,71,Correct,Incorrect,1.34192034775931,287.759063037018,0.48,0.18,1.34192034775931,0.253465992376679,131.980298466127,0.833333333333333,-151.609828757637,240.709589307128
2191,110,12,p44f25,Datafile processing p44f25 Block 2 event 12,Drk,Esy,Lft,Vert,Horz,72,0.23,347,37,28,27,12.5333024357907,51,71,Correct,Correct,1.05604282455016,297.183931057618,0.44,0.2,1.05604282455016,0.0564026185472206,125.81302970314,0.818181818181818,-155.133083714911,249.967305314496
2192,110,13,p44f25,Datafile processing p44f25 Block 2 event 13,Drk,Hrd,Rgt,Vert,Vert,53,0.18,263,28,23,20,16.6869998656702,36,53,Correct,Correct,1.01117919756113,270.210834850901,0.33,0.17,1.01117919756113,-0.00710343569716617,122.860253027532,0.818181818181818,149.94879439523,221.374981956387
2193,110,14,p44f25,Datafile processing p44f25 Block 2 event 14,Drk,Esy,Rgt,Horz,Vert,54,0.2,318,28,24,22,16.4157470486668,37,54,Correct,Correct,1.00145154392249,307.629800522461,0.32,0.17,1.00145154392249,0.00259966049904566,115.702115390463,0.75,186.398047223367,241.518278496568
2194,110,15,p44f25,Datafile processing p44f25 Block 2 event 15,Drk,Bas,Rgt,Horz,Miss,77,0.41,473,50,45,42,15.3468858822439,59,77,Correct,Correct,1.00142064313566,303.768368019655,0.35,0.18,1.00142064313566,-0.00517007439360247,109.260751704628,0.742857142857143,177.237165384905,243.828773387795
2195,110,16,p44f25,Datafile processing p44f25 Block 2 event 16,Drk,Hrd,Rgt,Horz,Horz,54,0.19,273,27,23,21,16.7054184577779,38,53,Correct,Correct,1.0006107857233,314.328168358639,0.32,0.15,1.0006107857233,-0.00337295020346053,111.624591750405,0.78125,200.095829096536,238.790253791316
2196,110,17,p44f25,Datafile processing p44f25 Block 2 event 17,Drk,Bas,Rgt,Vert,Miss,51,0.16,275,25,20,18,16.4753650216008,32,50,Correct,Correct,1.02049224785846,273.12818253615,0.32,0.18,1.02049224785846,-0.0452626401073508,126.324589854637,0.84375,150.390107801368,224.620555972391
2197,110,18,p44f25,Datafile processing p44f25 Block 2 event 18,Drk,Bas,Lft,Vert,Miss,61,0.2,312,31,25,23,12.8248014337006,44,61,Correct,Correct,1.03024859554699,276.462091238418,0.38,0.17,1.03024859554699,0.0585025987390868,123.958979047454,0.763157894736842,-147.677170750766,229.1455639219
2198,110,19,p44f25,Datafile processing p44f25 Block 2 event 19,Drk,Esy,Rgt,Vert,Vert,57,0.21,312,29,25,23,15.1644063849272,38,56,Correct,Correct,1.01040213084744,274.239337593902,0.33,0.18,1.01040213084744,-0.0294062015485892,120.467186846391,0.787878787878788,161.936487273035,216.594867285857
2199,110,20,p44f25,Datafile processing p44f25 Block 2 event 20,Drk,Esy,Lft,Vert,Vert,63,0.19,323,28,23,21,15.2978947548981,45,63,Correct,Incorrect,1.17077892852803,310.1666915512,0.42,0.18,1.17077892852803,0.139285542118234,123.385941513651,0.80952380952381,-165.726201568483,255.95750612108
2200,111,1,p44f25,Datafile processing p44f25 Block 3 event 1,Bri,Bas,Lft,Vert,Miss,63,0.23,317,32,27,25,14.3180083269256,45,62,Correct,Correct,1.00409881345993,283.749302834798,0.37,0.17,1.00409881345993,-0.00733824002469519,125.297198532655,0.810810810810811,-155.722137932423,234.852232278779
2201,111,2,p44f25,Datafile processing p44f25 Block 3 event 2,Bri,Esy,Lft,Vert,Vert,60,0.19,343,28,23,22,14.8979991407734,41,61,Correct,Correct,1.01456975672213,291.337202317087,0.39,0.2,1.01456975672213,-0.0141058975225733,126.2854976274,0.743589743589744,-148.494967188901,247.409974419027
2202,111,3,p44f25,Datafile processing p44f25 Block 3 event 3,Bri,Esy,Rgt,Vert,Horz,59,0.22,369,31,26,24,13.3315079110332,42,59,Correct,Correct,1.01062996517978,278.129815927494,0.35,0.17,1.01062996517978,-0.0351295370521167,121.988420955158,0.828571428571429,153.689478877972,229.189908640074
2203,111,4,p44f25,Datafile processing p44f25 Block 3 event 4,Bri,Hrd,Rgt,Horz,Vert,60,0.24,364,33,27,25,16.9181695434673,42,59,Correct,Correct,1.00215928389037,300.825407572162,0.34,0.17,1.00215928389037,-0.010133908449716,110.892739345215,0.617647058823529,178.644529938493,240.947163310263
2204,111,5,p44f25,Datafile processing p44f25 Block 3 event 5,Bri,Esy,Rgt,Horz,Horz,60,0.24,398,32,28,26,17.1984636369087,42,60,Correct,Correct,1.00379379975846,309.355608286166,0.34,0.18,1.00379379975846,-0.0160783761704248,110.324838850641,0.764705882352941,179.010757836686,251.296338276658
2205,111,6,p44f25,Datafile processing p44f25 Block 3 event 6,Bri,Hrd,Rgt,Vert,Horz,55,0.23,372,32,28,25,17.0599795380244,41,55,Correct,Correct,1.00058779540058,284.226110558238,0.3,0.14,1.00058779540058,-0.00389613093106188,126.795269549257,0.833333333333333,160.504808958054,232.6529923716
2206,111,7,p44f25,Datafile processing p44f25 Block 3 event 7,Bri,Hrd,Lft,Horz,Horz,57,0.19,334,30,25,23,13.9937231548642,43,56,Correct,Correct,1.01658902975859,274.282509542751,0.33,0.13,1.01658902975859,-0.0471904329709005,115.295545398891,0.787878787878788,-113.875222294475,245.414207467397
2207,111,8,p44f25,Datafile processing p44f25 Block 3 event 8,Bri,Esy,Rgt,Vert,Vert,53,0.2,304,28,24,21,16.1960979230599,35,53,Correct,Correct,1.00855212939531,273.660386009592,0.32,0.18,1.00855212939531,-0.0274935177608642,120.38702787979,0.75,145.817165666719,227.280316920705
2208,111,9,p44f25,Datafile processing p44f25 Block 3 event 9,Bri,Bas,Rgt,Horz,Miss,57,0.2,269,29,25,22,15.8468037688573,40,57,Correct,Correct,1.00059564454299,300.581586635585,0.35,0.17,1.00059564454299,0.00360904165550051,113.42311260851,0.714285714285714,186.619978928572,233.934168375681
2209,111,10,p44f25,Datafile processing p44f25 Block 3 event 10,Bri,Hrd,Rgt,Horz,Horz,55,0.2,321,29,24,22,17.0015292642146,39,55,Correct,Correct,1.0002762354162,310.378077517716,0.33,0.16,1.0002762354162,-0.00440438741848336,109.400471925667,0.787878787878788,181.972529583255,249.298842066979
2210,111,11,p44f25,Datafile processing p44f25 Block 3 event 11,Bri,Bas,Rgt,Vert,Miss,53,0.21,297,29,25,23,15.7036947647113,37,52,Correct,Correct,1.00183866253808,261.917789255289,0.29,0.15,1.00183866253808,-0.0102189455486877,119.791647523942,0.793103448275862,149.765296596745,212.823336389262
2211,111,12,p44f25,Datafile processing p44f25 Block 3 event 12,Bri,Esy,Lft,Horz,Horz,60,0.2,356,32,25,23,13.3857668494097,45,59,Correct,Correct,1.0067539487375,277.011693661578,0.36,0.14,1.0067539487375,-0.000954838967161774,111.808871585438,0.805555555555556,-96.5625845600791,258.386400197301
2212,111,13,p44f25,Datafile processing p44f25 Block 3 event 13,Bri,Esy,Rgt,Horz,Vert,59,0.23,321,32,27,26,15.682857945717,44,58,Correct,Correct,1.00088322651009,297.945829790582,0.32,0.14,1.00088322651009,-0.00657427222271247,107.341596852372,0.84375,176.215980425316,238.080855941919
2213,111,14,p44f25,Datafile processing p44f25 Block 3 event 14,Bri,Bas,Lft,Horz,Miss,61,0.22,322,33,27,26,13.642289600247,46,61,Correct,Correct,1.0263867554736,274.484845053655,0.35,0.15,1.0263867554736,-0.0461890463670825,110.450105325958,0.771428571428571,-98.1872504833358,255.674924123114
2214,111,15,p44f25,Datafile processing p44f25 Block 3 event 15,Bri,Hrd,Rgt,Vert,Vert,55,0.22,348,30,26,24,15.436719317777,38,55,Correct,Correct,1.00701322060996,267.290473157045,0.31,0.17,1.00701322060996,-0.0275103424216043,119.05178945604,0.774193548387097,147.656752304511,220.514009563069
2215,111,16,p44f25,Datafile processing p44f25 Block 3 event 16,Bri,Hrd,Lft,Horz,Vert,61,0.21,302,31,26,24,12.993450820027,45,61,Correct,Correct,1.00280884453215,282.535204027691,0.37,0.16,1.00280884453215,-0.00642517301274743,112.503703316808,0.810810810810811,-109.34628584089,257.055006556306
2216,111,17,p44f25,Datafile processing p44f25 Block 3 event 17,Bri,Hrd,Lft,Vert,Vert,64,0.21,311,32,26,24,14.1802559287471,47,64,Correct,Incorrect,1.07104549969687,299.062963564913,0.4,0.17,1.07104549969687,0.0761486416862034,127.647691720946,0.825,-149.836353591268,254.332408138495
2217,111,18,p44f25,Datafile processing p44f25 Block 3 event 18,Bri,Hrd,Lft,Vert,Horz,61,0.21,279,32,25,23,15.7912556078312,45,62,Correct,Correct,1.02923213393765,304.841953762375,0.39,0.17,1.02923213393765,0.0432693802299994,131.5758066618,0.769230769230769,-163.619697276736,253.734995284809
2218,111,19,p44f25,Datafile processing p44f25 Block 3 event 19,Bri,Esy,Lft,Horz,Vert,60,0.2,350,31,25,23,13.9482646898877,44,60,Correct,Correct,1.00716532311825,288.430423723568,0.37,0.16,1.00716532311825,-0.0190491893265591,112.350779860915,0.783783783783784,-129.022028123761,254.984549767796
2219,111,20,p44f25,Datafile processing p44f25 Block 3 event 20,Bri,Esy,Lft,Vert,Horz,68,0.27,353,38,33,31,14.0894497240312,50,67,Correct,Correct,1.00516798991765,278.523597068768,0.36,0.17,1.00516798991765,-0.0169544233267454,122.575218401851,0.805555555555556,-149.232586406092,232.943137562135
2220,112,1,p44f25,Datafile processing p44f25 Block 4 event 1,Drk,Esy,Lft,Vert,Horz,65,0.29,386,37,34,32,16.9255240965056,50,66,Correct,Correct,1.01320265620554,309.990628998446,0.34,0.16,1.01320265620554,0.0320098811895992,126.733704901823,0.823529411764706,-162.482703804529,257.659020589448
2221,112,2,p44f25,Datafile processing p44f25 Block 4 event 2,Drk,Esy,Rgt,Vert,Horz,63,0.32,382,40,36,33,15.4836604294214,48,63,Correct,Correct,1.00248216122307,259.883158923459,0.3,0.15,1.00248216122307,0.00169689060659741,121.399321855225,0.766666666666667,144.818439913839,214.050090011861
2222,112,3,p44f25,Datafile processing p44f25 Block 4 event 3,Drk,Hrd,Rgt,Horz,Vert,58,0.27,345,35,31,29,18.1211452231333,43,58,Correct,Correct,1.00473948336519,283.416161191722,0.29,0.15,1.00473948336519,-0.0242391580937421,113.407710914664,0.689655172413793,152.249663351889,237.55743356373
2223,112,4,p44f25,Datafile processing p44f25 Block 4 event 4,Drk,Hrd,Rgt,Horz,Horz,61,0.29,336,37,33,31,17.410630761864,47,61,Correct,Correct,1.00073888281152,287.728619571462,0.3,0.14,1.00073888281152,-0.00323940949038846,108.734077105969,0.7,164.78187227997,233.913410462636
2224,112,5,p44f25,Datafile processing p44f25 Block 4 event 5,Drk,Hrd,Rgt,Vert,Horz,62,0.31,388,39,36,33,16.247640279591,46,62,Correct,Correct,1.00519699660094,265.446236086854,0.29,0.16,1.00519699660094,-0.0123448448668086,118.347053804696,0.793103448275862,145.030675344253,218.242520059919
2225,112,6,p44f25,Datafile processing p44f25 Block 4 event 6,Drk,Bas,Rgt,Vert,Miss,55,0.22,291,30,26,24,15.6088492655888,37,54,Correct,Correct,1.00682803403031,267.79050843718,0.3,0.17,1.00682803403031,-0.0276025984498174,115.052393275034,0.9,159.056055497693,213.134010756802
2226,112,7,p44f25,Datafile processing p44f25 Block 4 event 7,Drk,Esy,Rgt,Horz,Horz,61,0.3,354,37,34,32,17.8716634127598,45,61,Correct,Correct,1.00156843130648,289.76579003738,0.29,0.16,1.00156843130648,-0.000946750255239618,115.299297908855,0.689655172413793,181.386530278697,222.375613046337
2227,112,8,p44f25,Datafile processing p44f25 Block 4 event 8,Drk,Hrd,Rgt,Vert,Vert,54,0.21,311,30,26,24,14.6401910247997,38,54,Correct,Correct,1.00821352783328,270.861877644181,0.3,0.16,1.00821352783328,-0.025002586074801,112.273341251003,0.833333333333333,154.381605721602,218.864181717291
2228,112,9,p44f25,Datafile processing p44f25 Block 4 event 9,Drk,Esy,Lft,Horz,Vert,66,0.24,346,32,29,27,14.7184519127708,49,66,Correct,Incorrect,1.29699936703672,278.471141156783,0.39,0.17,1.29699936703672,0.175691527879081,111.704692481314,0.871794871794872,-111.776954678027,251.261071556121
2229,112,10,p44f25,Datafile processing p44f25 Block 4 event 10,Drk,Bas,Rgt,Horz,Miss,61,0.28,312,37,32,30,16.4752873288456,46,61,Correct,Correct,1.00303066592381,284.268287179551,0.31,0.15,1.00303066592381,-0.0215662963548012,113.900015786655,0.741935483870968,161.46182668725,229.332765697842
